Emotion,Text
5,tonight bed realis bad relationship friend
5,suddenli kwom recal own legend zelda cyoa book whatev happen dork
3,feel exactli
3,back hatervil ar big butterbal holocaust thursday
5,slightli bum english muffin left parti butter put toast
7,duke improv season countri coachk
3,let talk austin soon awesom hope thanksgiv wonder run
0,get wors eat hous home tri talk goe one ear make home fine realli get yesterday walk live room raw compani last straw
3,rejoic good thing lord god given deuteronomi thankyou gd
3,date mw havent excit go month feel need look pretti amp get flower nervou
7,im come stay yall next week
7,thought cinnamon raisin bagel chocol chip bagel
0,insult teacher
0,what point make bu schedul dont even follow
0,gentl answer turn away wrath harsh word stir anger
2,vertigo stand ladder paint hous
3,wonder busi work tonight snow
4,david hear anyth
5,work ruin holiday ill miss black wednesday
5,sorri tryina help u bud mean u need laid ferrealdo someon hop josh like hop pop minu pervers
2,way home one friday night heavi rain car acquaplan lost contact road surfac second
3,ah cool hour free noth
0,male honduran acquaint mine despis opinion
5,best date eva crown rt lmfao rt mcdonald fun tell em durt
0,hear rumour allow peopl room said sentenc realli shot heart fail find right word instead walk away without utter word
7,snel eten maken dan vanmiddag maar een maken met de kid voor school school houdt je zo wel bezig wat zullen een bedenken
4,hi bill saw grandma yesterday
0,went school librari ask book librarian told wasnt howev colleagu ask gave
5,text lot ppl didnt get type respons
2,thank god first time im afraid person next would one want leav eatpraylov
7,bake first pumpkin pie today actual two came pretti good
7,might favorit season give other especi dont expect feel incred fulfil
2,spirit caus diseaseit diseas
5,lmaoooo smh know marriag suppos forev much take
3,tomorrow dedic grace barbe final sermon seri see
0,bang bang bang king seven clock sunday morn
3,valid peopl live attent unknown technolog contributedetract pay
4,sure probabl year countri
3,thank painand even peopl caus painstrength
0,argument close friend rel point view complet disregard
7,flowersgift kept carvenu set quotguest honorquot know thing go parti arrang
7,day say quotim gonna studi nightquotturn min could stand bedtim
0,want cross guest dont feel like dodg car scooter
7,nunca visto nada explotar tan basto mientra cepillaba lo dient ajjajajajajaja ha sido en plan
7,fli home right mom nooo idea
3,thank god gave beauti bring
5,harri potter marathon yippee hate your work miss
7,bout start get readi clue im go somewher outsid n beauti day
2,rather nervou hors ride resolut list yr ago im go pretti chuf um
7,guess time take care drunk boyfriend nope
0,shut fuck honestli need calm tit gonnaslapabitch
3,mari dont move stand right good shot background pretti
4,think right
5,funni keep ignor huge fan support sinc way panama
7,thnx een parti gingen met vrienden eten en erwin werd met een smoe naar een feestzaaltj gelokt
7,mommi birthday make extrordinari breakfast right
7,littl old play game think ok god karma work pair
5,ughh work gna fuck suck ass sinc ur leav depress
2,build wall afraid open stepforward
3,aw u da best word vocabulari find quotrollingquot tongu
3,im gonna tell year old sister bedtim stori
5,buy car didnt like busi car
1,promis got text say u gone let get u pregnant fuck wrong wit ppl
2,im go base mani time bf need repeat swear bt make weirdlik
2,afraid tomorrow seen yesterday love today lessxateamtexan xadynamo
3,step faith trust god guid step provid need wow god serv
1,get bit fedup peopl say badli oppon play us
5,hope card let pujol go work well pack let favr go thank championship albert wisdom
7,mom dinner c broadway showshhhhhh show happi bday mommi
3,nice hot bath bring simpl thing best
2,friend go studi session togeth quiz biolog materi believ didnt studi enough fear would fail
7,voic sensual raw silk saw bewilder eye drift mandi tabl
7,dont surpris get sidetrack mile chocol cake
3,quotin arm dear savior ten thousand charmsquot peac
0,toward past u carri ya heartd less capabl love ya presentmorn pal
7,untilthenpleas morn astonish worker librari stour stumbl great chamber laid burden
5,everi god give someth wonderful take bad action rememberthat
2,sit alon quiet room concetr thing happen around thought come mind make afraid
0,lausann switzerland ioc mif basebal nt open sport profession olymp
7,naar en en jasmijntj zonder twitter en tant en oom
0,heard provid anoth pair medic uniform
5,need wash car asap rain n aint wash n week
5,would die got c concert hour drive
1,quot dont send pictur aint butt nekkidquot
3,charli brown christma special
3,remain men prepar leav suddenli young man call laban tall rush malthous almost excit speak
0,want new profil pictur stupid comput wont let
5,shaq retir activ nba player dunk antoin carr
0,gt lol wowomg fuck grambl bet yall girl pussi stank
2,your scare long pain turn hate hate start chang world replac hate love
5,would like go chat acquaint realiz want felt hurt disappoint lone desert
0,ill late wait long
5,evelyn never experienc utter despair
0,yell oven cook food faster
7,mom bday today gonna ship someth day late bet figur forgot boom
5,sister impolit father famili lunch togeth restaur thought parent prejud extrem thought
7,wow version mysteri way snow patrol like
3,fell head ear love someon appear love made happi could hardli sleep eat one week
4,toilet work properli water run shower
7,dont feel good
2,mon lead et mon dt instal sc sur leur post en ce moment même
4,well day work
0,facebook distract caus frustrat xatim log stay log breaktim
5,found cold hurt somebodi sincer
0,bout im piss wasnt buss coupl bixch ass
3,felt duti hospit understood afraid face death also help littl reliev pain patient
5,sir im realli sorri
7,blood red sky
2,gay ruin everyth anyon doesnt agre communist obama go ruin us etc etc
5,harri teeter come back potomacy werent
3,joy give birth share joy husband moment complet happi feel much love
3,rememb one time work togeth bowti
5,main peopl look forar one bread name
2,good thing im total consum riddl fear right
7,lol yea oop good job lol
3,that wonder
0,realli piss russian boycot olymp anger toward jimmi carter anxiou see
2,mother threaten thrush stair make comment
3,bless breath today
3,run starri novemb night priceless
2,sometim get scare move foot around cuz keep think ankl break
3,cant wait alway bring much holiday season
3,wish love beautybug us happi thanksgiv xoxo food
1,shot front famili actual dont think id like watch mam die
5,said jean sigh admir sigh smooth admir sigh final thrown goodwil pile
6,grin unrepentantli watch deep blush embarrass appar fascin
5,ive got idea gonna fill void next leagu game plu cup game getwellsoonluca
7,told teacher would school thursday turn appoint move differ date
3,thought motion goal everi person come contact us leav feel nurtur amp supportedquotpeac love
3,thank cheyen great awesom joyou thanksgiv n love
0,god teach us selfcontrol allow world invad aggrav other whose presenc irrit us
3,sometimesss get tire ovv dha fukkin peopl retweetin mhi shit
1,knew reason dont eat sushi
4,th
3,select start form malosa secondari school
3,time relax chronicl narnia
3,found best friend chosen english lectur
2,back busi day didnt get watch match realiz quoti hope record
4,say jim go beer dinner
4,seem quit normal pretti much want
5,heartbroken robin never kid sorri spoiler
3,gonna late first day work
5,didnt get think english today busi doodl welsh think
3,spent day look progress bar
3,skype told wear parti
5,oper stay bed long time
3,dont make dont repli sad dont take decis angri
2,call someon make appoint convers afraid fail
5,got separ woman love
5,love life best friend birthday im im away
3,doi pra vc sem mai bi engordaa ta rum um por ano e pronto
3,bedtim amp practic morn timetogetbett
0,one moment hate mostbrain toungu xawhi hell lose mind make use
7,almost time go classstil gotta go home pack get readi go md tomorrow lol like year
2,climb mountain rock loos realiz danger high still long climb ahead
0,help surviv eat aliv
5,hot guy isnt today
0,shouldv done alreadi
5,watch nation guard unit homecomingwhi cant bring boy afghanistan home
2,great movi marathon wonder roommat wawa chines cant get better
7,trot op mezelf net toch nog maar een fase van het project gedaan en weer boordevol inspirati voorpret
3,bring joy tell us bring u win tb goodiesslt
0,neighbour accus brother steal rosebush angri touch
0,fuuuuuuuuuuuuuu spent hour record let play friend appar skype convo record gah
0,angri frustrat upset fuck right need hit someth
3,last day commut aka last day take horrend line bestdayofmylif
3,give birth babi girl payton um labor
7,ladi sit next atroci handwrit make think she medic profess
3,final go bed love friendship
3,hell must endless slue webwork problem perpetu record background doubleentendr
5,theater go kill huge practic school tomorrow suppos leav earli break
0,think im get work ima go gym work till bicep ripp anger
0,landlord select new lodger use done made angri
3,forgot headphon ant hous listen gym select mymusicrocksharderthanyour
1,teenag girl sex young
2,terrifi day comewhen realiz team play team
